('Thigpen ', 'Bay Springs', '31.95376472', '-89.23450472')
('Simsbury Tri-Town', 'Simsbury', '41.91676389', '-72.77731778')
('Albia Municipal', 'Albia', '40.99445361', '-92.76297194')
('Abrams Municipal', 'Grandledge', '42.77420167', '-84.73309806')
('Alma Municipal', 'Alma', '40.11389972', '-99.34565306')
('Panola County-Sharpe ', 'Carthage', '32.17608333', '-94.29880556')
('Gilmer-Upshur County', 'Gilmer', '32.699', '-94.94886111')
('Greenville Muni', 'Greenville', '41.44683167', '-80.39126167')
('Hamburg Inc.', 'Hamburg', '42.7008925', '-78.91475694')
('Monroe County', 'Woodsfield', '39.77904472', '-81.10277222')
('Hornell Muni', 'Hornell', '42.38214444', '-77.6821125')
('Fairmont Muni', 'Fairmont', '39.44816667', '-80.16702778')
('Mingo County', 'Williamson', '37.68760139', '-82.26097306')
('Knox County', 'Mount Vernon', '40.32872222', '-82.52377778')
('Putnam County', 'Greencastle', '39.63359556', '-86.8138325')
('Morrow County', 'Mt. Gilead', '40.52452778', '-82.85005556')
('Brantley County', 'Nahunta', '31.21272417', '-81.90539083')
('Berrien County', 'Nashville', '31.21255556', '-83.22627778')
('Quitman-Brooks County', 'Quitman', '30.80575139', '-83.58654889')
('St Marys', 'St Marys', '30.75468028', '-81.55731917')
('Pedro Bay', 'Pedro Bay', '59.78960972', '-154.1238331')
('Ouzinkie', 'Ouzinkie', '57.92287611', '-152.5005111')
('Bloomfield Municipal', 'Bloomfield', '40.73210556', '-92.42826889')
('Tununak', 'Tununak', '60.57559667', '-165.2731272')
('Carroll County', 'Berryville', '36.38340333', '-93.61685667')
('Carlisle Municipal', 'Carlisle', '34.80823', '-91.71205083')
('Clinton Municipal', 'Clinton', '35.59785528', '-92.45182472')
('Russellville-Logan County', 'Russellville', '36.79991667', '-86.81016667')
('Clarendon Municipal', 'Clarendon', '34.64870694', '-91.39457111')
('Corning Municipal', 'Corning', '36.40423139', '-90.64792639')
('Greenwood Lake', 'West Milford', '41.12854806', '-74.34584611')
('Blackwell-Tonkawa Municipal', 'Blackwell-Tonkawa', '36.74511583', '-97.34959972')
('McCurtain County Regional', 'Idabel', '33.909325', '-94.85835278')
('Cherokee Municipal', 'Cherokee', '36.78336306', '-98.35035083')
('Polacca', 'Polacca', '35.79167222', '-110.4234653')
('I H Bass Jr Memorial', 'Lumberton', '31.01546028', '-89.48256556')
('Jackson Municipal', 'Jackson', '31.47210861', '-87.89472083')
('Fairhope Municipal', 'Fairhope', '30.4621125', '-87.87801972')
('Madeline Island', 'La Pointe', '46.78865556', '-90.75866944')
('Eunice', 'Eunice', '30.46628389', '-92.42379917')
('Dauphin Island', 'Dauphin Island', '30.26048083', '-88.12749972')
('Gold Beach Muni', 'Gold Beach', '42.41344444', '-124.4242742')
('Hood River', 'Hood River', '45.67261833', '-121.5364625')
('Joseph State', 'Joseph', '45.35709583', '-117.2532244')
('Portland-Mulino', 'Mulino (Portland)', '45.21632417', '-122.5900839')
('Reno/Stead', 'Reno', '39.66738111', '-119.8754169')
('Mid-Way', 'Midlothian-Waxahachie', '32.45609722', '-96.91240972')
('Liberty County', 'Chester', '48.51072222', '-110.9908639')
('Circle Town County', 'Circle', '47.41861972', '-105.5619431')
('Rangely', 'Rangely', '40.09469917', '-108.7612172')
('Johnson ', 'Walsenburg', '37.69640056', '-104.7838747')
('Antelope County', 'Neligh', '42.11222889', '-98.0386775')
('Elizabethtown Municipal', 'Elizabethtown', '34.60183722', '-78.57973306')
('Holy Cross', 'Holy Cross', '62.18829583', '-159.7749503')
('Hyder SPB', 'Hyder', '55.90331972', '-130.0067031')
('Kentland Municipal', 'Kentland', '40.75873222', '-87.42821917')
('Berkeley County', 'Moncks Corner', '33.18605556', '-80.03563889')
('Pawnee City Municipal', 'Pawnee City', '40.11611111', '-96.19445278')
('Lockhart Municipal', 'Lockhart', '29.85033333', '-97.67241667')
('Edgeley Municipal ', 'Edgeley', '46.34858333', '-98.73555556')
('Minto (New)', 'Minto', '65.14370889', '-149.3699647')
('Madison Municipal', 'Madison', '33.61212528', '-83.46044333')
('Timberon ', 'Timberon', '32.63388889', '-105.6863889')
('Lee County', 'Bishopville', '34.24459889', '-80.23729333')
('"Dr. C.P. Savage, Sr."', 'Montezuma', '32.302', '-84.00747222')
('Osage City Municipal', 'Osage City', '38.63334222', '-95.80859806')
('Defuniak Springs', 'Defuniak Springs', '30.7313', '-86.15160833')
('Grayling Army Airfield', 'Grayling', '44.68032028', '-84.72886278')
('Fernandina Beach Municipal', 'Fernandina Beach', '30.61170083', '-81.462345')
('Packwood', 'Packwood', '46.60400083', '-121.6778664')
('Wyandot County', 'Upper Sandusky', '40.88336139', '-83.3145325')
('Warsaw Municipal', 'Warsaw', '38.34688889', '-93.345425')
('Seaside Municipal', 'Seaside', '46.01649694', '-123.9054167')
('Islesboro', 'Islesboro', '44.30285556', '-68.91058722')
('East Troy Municipal', 'East Troy', '42.79711111', '-88.3725')
('Newton ', 'Jackman', '45.63199111', '-70.24728944')
('Okolona Mun.-Richard M. Stovall ', 'Okolona', '34.01580528', '-88.72618944')
('Winona-Montgomery County', 'Winona', '33.46540139', '-89.72924806')
('Aleknagik', 'Aleknagik', '59.28256167', '-158.6176725')
('Roosevelt Memorial', 'Warm Springs', '32.93346222', '-84.68881639')
('Saratoga Cty', 'Saratoga Springs', '43.05126111', '-73.86119444')
('Danielson', 'Danielson', '41.81974056', '-71.90096306')
('Rensselaer Air Park', 'Troy', '42.69091194', '-73.57956')
('Chandalar Shelf', 'Chandalar Camp', '68.06543944', '-149.5797392')
('Owosso Community', 'Owosso', '42.99297222', '-84.1389125')
('Post-Garza County Municipal', 'Post', '33.20370556', '-101.340415')
('Homer Municipal', 'Homer', '32.78850806', '-93.00366083')
('Leroy ', 'Le Roy', '42.98136667', '-77.93751389')
('Bluffton', 'Bluffton', '40.88544444', '-83.86863889')
('Pittsburgh Boquet Airpark', 'Jeanette', '40.37645722', '-79.60837583')
('Toledo Suburban', 'Lambertville', '41.7358775', '-83.65541056')
('Hope', 'Hope', '60.90415028', '-149.6238389')
('Sheridan', 'Sheridan', '40.17792583', '-86.21729889')
('John Day State', 'John Day', '44.40416667', '-118.9625')
('Twin City', 'Loris', '34.08848361', '-78.86462028')
('Tribune Municipal', 'Tribune', '38.45418222', '-101.7462828')
('Rountree ', 'Hartselle', '34.40823444', '-86.93295056')
('De Witt Municipal', 'De Witt', '34.2626', '-91.30984194')
('Fordyce Municipal', 'Fordyce', '33.84593722', '-92.36542861')
('Marion-Crittenden County', 'Marion', '37.33616222', '-88.11113611')
('Casselton Regional', 'Casselton', '46.85469528', '-97.20870028')
('Hillsboro Municipal', 'Hillsboro', '47.35940778', '-97.06041639')
('Nikolai', 'Nikolai', '63.0174475', '-154.3639608')
('Naknek', 'Naknek', '58.73288056', '-157.0199197')
('Nondalton', 'Nondalton', '59.97904306', '-154.8396944')
('Rusty Allen ', 'Lago Vista', '30.498585', '-97.96947222')
('Foley Municipal', 'Foley', '30.42769722', '-87.70082')
('Wharton Municipal', 'Wharton', '29.25427778', '-96.15438889')
('De Quincy Industrial Airpark', 'De Quincy', '30.44117222', '-93.47349722')
('St. Michael', 'St. Michael', '63.49005056', '-162.1103692')
('Hillsboro Municipal', 'Hillsboro', '32.08348611', '-97.09722722')
('Dona Ana County  At Santa Teresa', 'Santa Teresa', '31.88098556', '-106.7048131')
('Maverick County Meml Intl', 'Eagle Pass', '28.85719361', '-100.5122997')
('Tetlin', 'Tetlin', '63.13382361', '-142.5219339')
('Ennis - Big Sky', 'Ennis', '45.27175833', '-111.6486389')
('Geraldine', 'Geraldine', '47.59664', '-110.2660367')
('Shiprock Airstrip', 'Shiprock', '36.6977775', '-108.7011986')
('Kadoka Municipal', 'Kadoka', '43.83332611', '-101.4970881')
('Siler City Municipal', 'Siler City', '35.7029175', '-79.50529972')
('Juneau Harbor', 'Juneau', '58.29888889', '-134.4077778')
('Kantishna', 'Kantishna', '63.54171472', '-150.9939547')
('Seymour Municipal', 'Seymour', '33.64870417', '-99.26063056')
('Ocean Isle', 'Ocean Isle Beach', '33.90850556', '-78.43667222')
('Camden Municipal', 'Camden', '31.97987056', '-87.33888056')
('Boulder City Municipal', 'Boulder City', '35.94748028', '-114.8610967')
('Fort Atkinson Municipal', 'Fort Atkinson', '42.96320278', '-88.81762806')
('Portland Downtown Heliport', 'Portland', '45.52527778', '-122.6709289')
('Cottage Grove State', 'Cottage Grove', '43.79984528', '-123.0289678')
('Warren', 'Warren', '41.26672278', '-80.92897778')
('Giddings-Lee County', 'Giddings', '30.16927167', '-96.98001083')
('Christmas Valley', 'Christmas Valley', '43.23653139', '-120.6660967')
('Lloyd R. Roundtree Seaplane Facility', 'Petersburg', '56.81131972', '-132.9600567')
('Adams County Legion ', 'Adams/Friendship', '43.96117222', '-89.78804889')
('Colville Municipal', 'Colville', '48.54156944', '-117.8844247')
('Wrens Memorial', 'Wrens', '33.222645', '-82.38373611')
('Boundary County', 'Bonners Ferry', '48.72632639', '-116.2954761')
('Sturgis Municipal', 'Sturgis', '44.41761111', '-103.3747778')
('Mesquite', 'Mesquite', '36.83497556', '-114.0552453')
('Wrangell SPB', 'Wrangell', '56.466325', '-132.3800181')
('Davenport', 'Davenport', '47.65404528', '-118.1677519')
('Butler Municipal', 'Butler', '32.56736694', '-84.25074833')
('Griffin-Spaulding County ', 'Griffin', '33.22697222', '-84.27494444')
('Andrews-Murphy', 'Andrews', '35.19453167', '-83.86490194')
('Johnson County', 'Mountain City', '36.41789833', '-81.82511528')
('Allakaket', 'Allakaket', '66.55194444', '-152.6222222')
('Middlebury State', 'Middlebury', '43.98478278', '-73.09594889')
('Frankfort-Highland', 'Utica/Frankfort', '43.02090306', '-75.17043861')
('Minute Man Airfield', 'Stow', '42.46045361', '-71.51791444')
('Caledonia County State', 'Lyndonville', '44.56911417', '-72.01797889')
('Skaneateles Aero Drome', 'Skaneateles', '42.91395583', '-76.44076889')
('Greenville Municipal', 'Greenville', '43.14228139', '-85.25380722')
('Barnes County Municipal', 'Valley City', '46.94100778', '-98.01762611')
('Talihina Municipal', 'Talihina', '34.70777139', '-95.07378583')
('Titusville', 'Titusville', '41.60880861', '-79.74133111')
('Barnesville - Bradfield', 'Barnesville', '40.00243139', '-81.19183')
('Lebanon-Springfield', 'Springfield', '37.63355556', '-85.24216667')
('Corporate', 'Pelion', '33.79463889', '-81.24586111')
('St George', 'St George', '33.1955', '-80.50847222')
('Saluda County', 'Saluda', '33.92680111', '-81.79455306')
('Creighton Municipal', 'Creighton', '42.47083694', '-97.88367778')
('Fairview Municipal', 'Fairview', '36.29014667', '-98.47582833')
('Tok Junction', 'Tok', '63.32881806', '-142.9536194')
('Logan County', 'Logan', '37.85567778', '-81.91589722')
('Horseshoe Bend', 'Horseshoe Bend', '36.21673389', '-91.75014556')
('Lewis County Regional', 'Monticello', '40.12916667', '-91.67833333')
('Lee County-Marianna', 'Marianna', '34.78027778', '-90.81055556')
('Marked Tree Municipal', 'Marked Tree', '35.53341472', '-90.40149028')
('E 34th St Heliport', 'New York', '40.74260167', '-73.97208306')
('New York Skyports Inc. SPB', 'New York', '40.73399083', '-73.97291639')
('Thomas County ', 'Thedford', '41.96217028', '-100.5690139')
('Cleveland Municipal', 'Cleveland', '30.35643', '-95.00801472')
('Old Harbor (New)', 'Old Harbor', '57.21810306', '-153.2697494')
('Llano Municipal', 'Llano', '30.78450278', '-98.66025083')
('Big Timber', 'Big Timber', '45.80638889', '-109.9811111')
('Florence Muni', 'Florence', '43.97901', '-124.1095631')
('Columbus', 'Columbus', '45.6291075', '-109.2507167')
('Ravalli County', 'Hamilton', '46.25149444', '-114.1255403')
('Laurel Municipal', 'Laurel', '45.70308833', '-108.7610886')
('Edgemont Municipal', 'Edgemont', '43.29525056', '-103.8435325')
('Tazewell County', 'Richlands', '37.06374667', '-81.79826944')
('Wall Municipal', 'Wall', '43.99498861', '-102.2504367')
('Hopkins ', 'Nucla', '38.23879833', '-108.5632597')
('Cairo-Grady County', 'Cairo', '30.88797667', '-84.15473528')
('Blackwell ', 'Ozark', '31.43113889', '-85.61922222')
('Rosalia Municipal', 'Rosalia', '47.23683778', '-117.4210244')
('Lancaster', 'Lancaster', '42.78054722', '-90.68096028')
('Beaufort County', 'Beaufort', '32.4121375', '-80.63455083')
('Marshall Cty', 'Moundsville', '39.88083333', '-80.73577778')
('Anacortes', 'Anacortes', '48.4989925', '-122.6623956')
('Roosevelt Municipal', 'Roosevelt', '40.27829167', '-110.0512619')
('Turner County', 'Ashburn', '31.68545833', '-83.63211194')
('Marine City', 'Marine City', '42.72086583', '-82.59574694')
('Marlette Township', 'Marlette', '43.31183', '-83.09091444')
('Hobby ', 'Creswell', '43.93206889', '-123.0067483')
('Caro Municipal', 'Caro', '43.45908333', '-83.44522222')
('Philippi-Barbour County Regional', 'Philippi', '39.16620778', '-80.06258056')
('Andalusia', 'Andalusia', '31.30875278', '-86.39376083')
('Fort Benton', 'Fort Benton', '47.84583333', '-110.6336111')
('Greensboro Municipal', 'Greensboro', '32.68147222', '-87.66208333')
('Demopolis Municipal', 'Demopolis', '32.46381944', '-87.95406389')
('Lanett Municipal', 'Lanett', '32.81204611', '-85.22958111')
('Roanoke Municipal', 'Roanoke', '33.12928722', '-85.366615')
('Avery County/Morrison ', 'Spruce Pine', '35.94457028', '-81.99566944')
('La Fleur', 'Northampton', '42.32816806', '-72.61151667')
('Troy-Oakland', 'Troy', '42.54294389', '-83.17790861')
('Caddo Mills Municipal', 'Caddo Mills', '33.03622222', '-96.24313889')
('Clarksville-Red River County', 'Clarksville', '33.59316472', '-95.06355528')
('Clifton Municipal', 'Clifton', '31.81682333', '-97.56696361')
('Comanche County-City', 'Comanche', '31.91681306', '-98.600325')
('Ledgedale Airpark', 'Brockport', '43.18118194', '-77.91362333')
('Geauga County', 'Middlefield', '41.44960972', '-81.06292972')
('Bellefontaine Municipal', 'Bellefontaine', '40.41208333', '-83.73686111')
('Pike County-Hatcher ', 'Pikeville', '37.56173889', '-82.56660694')
('Skagway SPB', 'Skagway', '59.44689528', '-135.3226633')
('Ohio County ', 'Hartford', '37.45832417', '-86.84995194')
('Martin ', 'South Sioux City', '42.45416111', '-96.47253111')
('Tatitlek', 'Tatitlek', '60.86890528', '-146.6864653')
('McGehee Municipal', 'McGehee', '33.62022111', '-91.36484056')
('Bearce', 'Mount Ida', '34.52926056', '-93.52713472')
('Osceola Municipal', 'Osceola', '35.69114639', '-90.01012028')
('Ozark-Franklin County', 'Ozark', '35.51069583', '-93.8393075')
('Piggott Municipal', 'Piggott', '36.37820556', '-90.16624167')
('New Orleans Downtown Heliport', 'New Orleans', '29.95194444', '-90.08166667')
('Corning-Painted Post', 'Corning', '42.17590722', '-77.11219278')
('Spitfire Aerodrome', 'Pedrictown', '39.73556333', '-75.39772111')
('Ronan', 'Ronan', '47.57076861', '-114.0967783')
('Twin Bridges', 'Twin Bridges', '45.53325917', '-112.3091656')
('Independence State', 'Independence', '44.86676444', '-123.1982475')
('White Sulphur Springs', 'White Sulphur Springs', '46.50410722', '-110.9132667')
('Valier', 'Valier', '48.29997583', '-112.2508711')
('Buena Vista Muni', 'Buena Vista', '38.81416194', '-106.1206939')
('Red Cloud Municipal', 'Red Cloud', '40.08473556', '-98.54061694')
('Hyde County', 'Englehard', '35.5623925', '-75.95518417')
('Antlers Municipal', 'Antlers', '34.19260083', '-95.64985889')
('Oxford County Regional', 'Norway', '44.15742611', '-70.48129583')
('Mauston-New Lisbon Union', 'New Lisbon', '43.83872167', '-90.13768389')
('Pine Bluffs Municipal', 'Pine Bluffs', '41.15331528', '-104.1302292')
('Mackinac County', 'St Ignace', '45.89029056', '-84.73755083')
('Cheyenne Eagle Butte', 'Eagle Butte', '44.984375', '-101.2510417')
('Meyers Chuck SPB', 'Meyers Chuck', '55.73963611', '-132.2550183')
('Smithville Municipal', 'Smithville', '30.03048028', '-97.16687194')
('Ganado', 'Ganado', '35.70140278', '-109.5103814')
('Carnegie Municipal', 'Carnegie', '35.12061417', '-98.5806175')
('Yazoo County', 'Yazoo City', '32.883215', '-90.4636475')
('Blackhawk Airfield', 'Madison', '43.10491444', '-89.18553833')
('Palmyra Municipal', 'Palmyra', '42.88355556', '-88.59743056')
('Allendale County', 'Allendale', '32.99512944', '-81.27024583')
('Eureka', 'Eureka', '48.96885444', '-115.0704464')
('Kelleys Island Land ', 'Kelleys Island', '41.60282583', '-82.684625')
('Albertville Municipal ', 'Albertville', '34.22910972', '-86.25575806')
('Guntersville Municipal', 'Guntersville', '34.39944167', '-86.27016111')
('Livingston Municipal', 'Livingston', '36.41217389', '-85.31154861')
('Rangeley Municipal', 'Rangeley', '44.991895', '-70.66462472')
('New Holstein Municipal', 'New Holstein', '43.94424111', '-88.1134775')
('Sisseton Municipal', 'Sisseton', '45.67079278', '-96.99619167')
('Sparta', 'Sparta', '43.12860833', '-85.67689778')
('Clark County', 'Clark', '44.89570278', '-97.71191361')
('Howard Municipal', 'Howard', '44.02914056', '-97.53784778')
('Decatur Municipal', 'Decatur', '33.25463889', '-97.58055556')
('Lawrence', 'Corry', '41.90755611', '-79.64105083')
('Harrison County', 'Cadiz', '40.23820667', '-81.01256917')
('Zelienople', 'Zelienople', '40.80161944', '-80.16072889')
('Cimarron Municipal', 'Cimarron', '37.83057667', '-100.3504222')
('Murphys Pullout SPB', 'Ketchikan', '55.38965028', '-131.7380742')
('Booneville-Baldwyn', 'Booneville', '34.58981806', '-88.64699861')
('Polson', 'Polson', '47.69543861', '-114.1851178')
('Cashmere-Dryden', 'Cashmere', '47.51484611', '-120.4848025')
('East Cooper', 'Mt Pleasant', '32.89783333', '-79.78286111')
('Terry', 'Terry', '46.77917333', '-105.3047083')
('Townsend', 'Townsend', '46.33111111', '-111.4813889')
('Stuart-Atkinson Municipal', 'Atkinson', '42.56250167', '-99.03787611')
('Buffalo Municipal', 'Buffalo', '45.15904694', '-93.84330361')
('Sauk - Prairie', 'Prairie Du Sac', '43.2969325', '-89.75595639')
('Arrowhead', 'Canadian', '35.15426444', '-95.62026389')
('Stonington', 'Stonington', '44.17508056', '-68.67863722')
('Richland', 'Richland Center', '43.28333333', '-90.29827778')
('Mignon Laird Municipal', 'Cheyenne', '35.60393694', '-99.70343889')
('David City Municipal', 'David City', '41.23334583', '-97.11698111')
('Cassville Municipal', 'Cassville', '36.69741667', '-93.90052778')
('Cleveland Municipal', 'Cleveland', '36.28340306', '-96.46418833')
('Walhalla Municipal', 'Walhalla', '48.94057222', '-97.902775')
('North Whale SPB', 'North Whale Pass', '56.11631056', '-133.1217153')
('Ekalaka', 'Ekalaka', '45.87791444', '-104.5375072')
('Onida Municipal', 'Onida', '44.70414917', '-100.1087353')
('Bamburg County', 'Bamburg', '33.30515528', '-81.10898917')
('Greeley Municipal', 'Greeley', '41.55834528', '-98.54618528')
('Covington Municipal', 'Covington', '33.6324825', '-83.84955806')
